# StartTime = 02/04/2026 04:35:18.2743 PM
Time (sec), Pressão absoluta do coletor de admissão (kPa), RPM do motor (RPM), Velocidade do veículo (km/h), Temperatura do ar de admissão (°C), Posição absoluta do acelerador (%), Entrada do nível de combustível (%), Relação de equivalência comandada por combustível/ar, Posição relativa do acelerador (%), Posição absoluta do acelerador B (%), Posição absoluta do acelerador C (%), Posição D do pedal do acelerador (%), Posição do pedal do acelerador E (%), Controle do atuador do acelerador comandado (%), Porcentagem de álcool combustível (%), Economia de combustível instantânea (l/100 km), Economia total de combustível (l/100 km), Taxa de combustível (l/hr), Taxa instantânea de CO2 (g/km), Total CO2 (kg), Fluxo de CO2 (g/s), Distância da viagem (km), Combustível de viagem (l), Economia de combustível de viagem (l/100 km), Contagem de freios rígidos, Contagem de aceleração difícil, Contagem de marcha lenta, Segundos em marcha lenta (sec), Impulsionar (kPa), Potência do motor (PS), Torque do motor (N•m), Latitude (deg), Longitude (deg), Altitude (m), Rolamento (deg), Velocidade do GPS (km/h), Precisão Horz (m), Aceleração X (m/s²), Acelere Y (m/s²), Aceleração Z (m/s²), Aceleração (Grav) X (m/s²), Aceleração (Grav) Y (m/s²), Aceleração (Grav) Z (m/s²), Taxa de rotação X (deg/s), Taxa de rotação Y (deg/s), Taxa de rotação Z (deg/s), Magnetômetro X (µT), Magnetômetro Y (µT), Magnetômetro Z (µT)
60.314,24,834.5,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7816553,0,0.030912988,0.50974715,0,0.013167367,0,0,0,1,59.5951,-72,2.7924964,24.159273,-22.5116,-44.084934,383.3236,0,0,10.782422,1.7026471,0.2652104,-1.2657964,-2.6189444,7.079764,7.8349986,-1.8767757,0.17928548,-19.347574,-14.062501,-30.900002,2.86875
61.299,24,836.75,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76672506,0,0.031585723,0.50001055,0,0.013453919,0,0,0,1,60.760265,-72,2.7391577,23.63409,-22.5116,-44.084934,383.31042,0,0,10.807786,0.07603287,0.471104,-0.9363393,-1.750948,6.1486564,8.229815,-0.46156475,-0.9155003,1.7661527,-11.418751,-31.987501,2.8125
62.303,24,836.75,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76672506,0,0.031585723,0.50001055,0,0.013453919,0,0,0,1,60.760265,-72,2.7391577,23.63409,-22.5116,-44.084934,383.312,0,0,10.797945,0.285484,-1.9938262,0.26603055,-0.31076783,9.326923,5.0419765,10.711353,27.491713,-13.507444,-13.968751,-27.862501,3.5625002
63.304,24,835,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76879233,0,0.032182593,0.5013587,0,0.013708155,0,0,0,1,62.26082,-72,2.746543,23.747478,-22.5116,-44.084934,383.3119,0,0,10.7023115,-0.59139544,0.43884262,-0.3042641,0.24346972,8.097312,5.3090754,3.4674575,31.519913,6.3169527,-16.10625,-18.9375,-15.056251
64.295,24,835.25,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76718444,0,0.033019435,0.5003101,0,0.014064607,0,0,0,1,63.92692,-72,2.7407987,23.69072,-22.511599,-44.084934,383.22473,0,0,10.428521,0.97168136,-0.22447126,-3.3054678,-1.535594,8.967701,9.310772,-7.2629695,55.39921,69.94422,-0.375,-5.55,-24.487501
65.308,24,835.25,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76718444,0,0.033019435,0.5003101,0,0.014064607,0,0,0,1,63.92692,-72,2.7407987,23.69072,-22.511599,-44.084934,383.1953,0,0,10.723823,-0.2678107,0.545953,-0.7686032,2.1035903,5.488836,8.284849,3.1317742,15.758049,-1.9072924,5.15625,2.9437501,-3.3000002
66.368,24,835.25,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76350933,0,0.03448012,0.49791345,0,0.014686787,0,0,0,1,66.11456,-72,2.7276692,23.57723,-22.511599,-44.084934,383.18054,0,0,10.764709,2.3266518,-1.0613765,1.8854008,-1.2170494,7.533503,4.965406,24.153952,2.666395,-13.358676,-8.325001,4.5375004,3.7875001
67.324,24,835.25,0,55,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76741415,0,0.03488988,0.50045997,0,0.014861322,0,0,0,1,67.01934,-72,2.7416193,23.697813,-22.511599,-44.084934,383.1709,0,0,11.009316,0.8189076,0.91912663,-0.016864117,-0.18753748,5.0674,7.4566336,-8.266205,77.38648,76.0323,-7.275,8.606251,1.575
68.307,24,835,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76741415,0,0.03527438,0.50045997,0,0.0150251,0,0,0,1,67.65254,-72,2.7416193,23.704908,-22.511599,-44.084934,383.17175,0,0,11.114024,-1.1897913,-0.4142766,1.2696884,3.8515472,6.043073,6.319444,31.012573,-18.489292,7.9991846,10.2375,6.8812504,3.2250001
69.430,24,850.25,0,55,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7676438,0,0.036037378,0.50060976,0,0.015350098,0,0,0,1,69.12269,-72,2.74244,23.286707,-22.511597,-44.084934,383.1104,0,0,11.358134,-0.6491021,0.68327475,-1.1782779,1.9265213,4.2499523,9.543175,0.97271913,12.347811,-11.241581,21.431252,1.7437501,9.150001
70.298,24,834.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7811959,0,0.03634893,0.5094476,0,0.015482804,0,0,0,1,69.89275,-72,2.7908554,24.137844,-22.511597,-44.084934,383.10406,0,0,11.9997,-0.40371442,-0.1279191,0.3079923,1.6501503,4.4629135,8.4813595,3.6696305,-1.3618068,4.981848,20.868752,0.50625,15.50625
71.309,24,840.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76462466,0,0.03678028,0.4986408,0,0.015666535,0,0,0,1,70.612015,-72,2.7316537,23.45721,-22.511597,-44.084934,383.1023,0,0,12.502922,-0.021331182,0.09788275,-0.03549157,0.69601226,4.5059843,8.721839,3.7230349,20.011312,32.744396,21.16875,-1.2375001,15.4875
72.310,24,845,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7701206,0,0.037149254,0.5022249,0,0.015823701,0,0,0,1,71.40804,-72,2.7512884,23.506987,-22.511597,-44.084934,383.09497,0,0,13.009242,0.9206547,-0.16296093,0.078271486,-1.0639088,5.0183473,8.52802,3.0631118,-18.115463,-39.58776,19.7625,0.71250004,13.89375
73.309,24,847.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7701206,0,0.037896957,0.5022249,0,0.016142186,0,0,0,1,72.93286,-72,2.7512884,23.444561,-22.511597,-44.084934,383.08344,0,0,13.5596485,-0.6555554,-0.09192965,0.06951092,0.03260221,5.169394,8.459825,-7.0798693,17.669157,54.43031,17.456251,4.3125,12.13125
74.307,24,844.5,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7760745,0,0.03830674,0.50610775,0,0.016316732,0,0,0,1,73.905495,-72,2.7725592,23.70275,-22.511597,-44.084934,383.15668,0,0,13.595894,-0.19843732,0.44606322,-0.32754862,0.7091727,4.235595,9.104989,-14.812032,17.631012,-6.210144,19.1625,2.9625,13.687501
75.309,24,844.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.3529413,20,0,0,0.7735556,0,0.038792867,0.504465,0,0.016523797,0,0,0,1,74.67566,-72,2.7635598,23.632812,-22.511597,-44.084934,383.16064,0,0,13.456916,-0.9907827,-0.7330654,0.6565867,2.018645,5.8277197,7.713862,5.1992793,-13.427339,3.7001474,20.025002,2.79375,13.25625
76.308,24,840,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7733266,0,0.039175928,0.5043157,0,0.016686963,0,0,0,1,75.43085,-72,2.7627418,23.745352,-22.511597,-44.084934,383.1527,0,0,13.414973,-0.3507318,-0.023487465,0.11958837,2.4077778,5.736792,7.6923265,1.6440861,-6.3703566,1.1291171,21.0375,2.8125,9.225
77.303,24,843.5,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7694336,0,0.039562985,0.50177693,0,0.01685183,0,0,0,1,76.296265,-72,2.748834,23.527782,-22.511599,-44.084934,383.29688,0,0,13.858213,1.0956062,1.5647047,-2.3574288,-0.24137598,3.0373893,10.823935,-14.525939,2.3307114,8.956645,20.775002,2.53125,9.65625
78.296,25,850.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.3529413,20,0,0,0.8048329,0,0.040046465,0.5248621,0,0.017057767,0,0,0,1,77.61062,-71,2.8752995,24.414848,-22.511599,-44.084934,383.29272,0,0,14.044109,-0.31272012,0.10786933,0.14665177,1.2239288,4.080062,9.000901,-12.725455,-33.419575,-51.645664,19.050001,3.3187501,13.650001
79.308,23,840.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.74637157,0,0.0406925,0.48673728,0,0.017332945,0,0,0,1,78.42006,-73,2.666444,22.897242,-22.511597,-44.084934,383.27747,0,0,13.933588,0.11518891,0.4051693,-1.8332525,0.33200413,3.564109,11.343474,34.102386,-95.13956,-92.95762,15.525001,5.9625,10.81875
80.307,24,840.5,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76187664,0,0.04146376,0.49684873,0,0.017661462,0,0,0,1,80.01297,-72,2.7218366,23.37986,-22.511599,-44.08493,383.4582,0,0,13.580027,0.46462652,-1.2373803,1.2820517,-0.5946164,8.525927,4.872086,-14.991318,-17.341103,-23.722904,-1.21875,1.03125,7.1062503
81.309,24,834.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7698916,0,0.041859478,0.5020756,0,0.017830018,0,0,0,1,80.93332,-72,2.7504702,23.802814,-22.511599,-44.08493,383.45703,0,0,13.433097,-0.06314581,0.12041139,-0.5163412,-0.27726832,6.7316084,7.5978103,-1.3084025,-54.243397,-45.649136,-6.76875,-16.800001,15.01875
82.309,24,834.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76416665,0,0.042321477,0.49834213,0,0.018026806,0,0,0,1,81.72263,-72,2.7300177,23.625816,-22.5116,-44.08493,383.2243,263.2,0.828,13.167295,0.88672614,1.4394834,-1.8080271,-0.54436713,3.714857,10.293624,-20.007498,-19.763365,-61.742867,12,-18.45,13.63125
83.305,24,844.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76416665,0,0.04270964,0.49834213,0,0.018192144,0,0,0,1,82.52382,-72,2.7300177,23.345972,-22.511604,-44.084934,382.14777,0,0,12.953969,1.8699384,-0.32561255,-0.30897105,-1.75693,4.3528433,9.412766,-13.610438,14.628933,-2.0141008,21.84375,-9.993751,-2.86875
84.306,24,838.25,0,56,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7733266,0,0.043193758,0.5043157,0,0.018398354,0,0,0,1,83.76888,-72,2.7627418,23.794924,-22.511608,-44.084934,382.0373,0,0,12.837316,4.977197,0.23521511,-3.7094817,-9.0029955,-0.04516453,13.229019,-24.237873,-45.5881,14.430574,20.41875,-5.34375,-12.0375
85.305,24,838.25,0,56,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7733266,0,0.043193758,0.5043157,0,0.018398354,0,0,0,1,83.76888,-72,2.7627418,23.794924,-22.511612,-44.084938,381.66443,0,0,12.580883,-0.82074624,-0.19074555,-0.94739133,-0.94157565,-0.08703893,10.502099,-0.041960433,0.057218768,-0.0038145848,7.7625003,4.55625,-0.45000002
86.309,24,838,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7696626,0,0.044484716,0.50192624,0,0.018948236,0,0,0,1,86.05365,-72,2.7496521,23.68925,-22.511614,-44.08494,381.7069,0,0,12.41243,-0.10195293,0.007878447,-0.67849255,-0.7812566,-0.00089730846,10.552348,0.13732505,-0.5454856,0.0076291696,0.075,13.275001,-1.48125
87.307,24,844.25,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.3529413,20,0,0,0.7676016,0,0.04488426,0.5005822,0,0.019118423,0,0,0,1,86.834656,-72,2.742289,23.450912,-22.511614,-44.08494,381.7119,0,0,12.1253805,-0.1478241,-0.015643992,-0.050942447,-0.6652047,0.046959143,9.933504,0.16021256,-0.6217773,0,-0.20625001,13.368751,-1.48125
88.308,24,835.5,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7733266,0,0.045309223,0.5043157,0,0.019299434,0,0,0,1,87.6686,-72,2.7627418,23.873243,-22.511616,-44.084946,382.60107,0,0,12.109297,-0.21647154,-0.1365611,0.6685185,-0.587438,0.17258233,9.197113,0.02288751,-0.26702094,-0.015258339,-0.20625001,13.425,-1.4250001
89.308,24,844.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76531166,0,0.045714665,0.49908882,0,0.019472132,0,0,0,1,88.6298,-72,2.7341082,23.367113,-22.511616,-44.084953,383.04767,0,0,12.04972,0.21878897,0.061513424,-0.40748158,-1.0328021,-0.030807592,10.309178,0.034331262,-0.18310007,0.0076291696,-0.13125001,13.406251,-1.3687501
90.304,24,834.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.941176,0,14.90196,14.90196,2.745098,20,0,0,0.7737846,0,0.046181887,0.50461435,0,0.019671146,0,0,0,1,89.41579,-72,2.764378,23.908844,-22.511614,-44.08495,383.55957,0,0,12.03187,0.20952593,0.13027826,-0.6216082,-1.0244272,-0.10139586,10.5284195,-0.064847946,0.09155004,-0.011443755,-0.43125,13.425,-1.2
91.303,24,848.75,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.77195257,0,0.04698648,0.50341964,0,0.02001386,0,0,0,1,90.9743,-72,2.7578332,23.4588,-22.511612,-44.08495,383.21497,0,0,12.113984,-0.14547469,-0.009607028,-0.276636,-0.6592227,0.045762733,10.168001,-0.064847946,0.39290223,0.0038145848,-0.28125,13.368751,-1.40625
92.298,24,838.5,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.77744853,0,0.04735699,0.5070038,0,0.02017168,0,0,0,1,91.90708,-72,2.7774677,23.914623,-22.51161,-44.084946,383.3225,0,0,12.0944805,-0.23417632,-0.063011,0.098486885,-0.56470615,0.09960125,9.793225,0.015258339,0.18310007,0.0038145848,0.93750006,13.275001,-2.04375
93.322,24,838,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7680596,0,0.04785888,0.5008809,0,0.020385459,0,0,0,1,92.63865,-72,2.7439253,23.639912,-22.51161,-44.08494,383.68115,0,0,12.37616,-0.1783211,-0.11572126,0.6516987,-0.62931234,0.15343975,9.253345,0.18691465,-0.22887507,0.011443755,2.23125,13.1625,-2.325
94.301,24,841,0,56,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.77126557,0,0.048516594,0.5029716,0,0.020665612,0,0,0,1,94.01907,-72,2.755379,23.653908,-22.51161,-44.08494,383.75848,0,0,12.498357,-0.11004506,-0.13271442,0.80232376,-0.6963114,0.17377874,9.11456,0.09536462,-0.43486267,-0.011443755,2.79375,12.993751,-2.49375
95.296,24,846.5,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7703496,0,0.04888296,0.5023743,0,0.020821666,0,0,0,1,94.83652,-72,2.7521064,23.472311,-22.51161,-44.08494,383.7359,0,0,12.402918,-0.044575434,0.08099813,-0.77505004,-0.7609176,-0.04755735,10.740185,0.10680838,-0.62559193,0.019072924,2.5687501,13.06875,-2.5125
96.294,24,842.5,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.773039,0,0.049280263,0.5041281,0,0.020990897,0,0,0,1,95.5346,-72,2.7617142,23.666084,-22.51161,-44.08494,383.73358,0,0,12.366543,-0.1963024,0.021727506,-0.46365976,-0.60777694,0.013459628,10.412367,0.061033357,-0.3738293,0.026702095,2.0812502,13.181251,-2.25
97.297,24,837.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7755503,0,0.050029866,0.50576586,0,0.02131019,0,0,0,1,97.038246,-72,2.7706861,23.87759,-22.51161,-44.08494,383.75403,0,0,12.250722,-0.20755914,-0.06377502,0.3707525,-0.5982057,0.10079765,9.54796,-0.07247711,0.21361676,0.034331262,1.3687501,13.06875,-2.0062501
98.303,24,844.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.941176,0,14.90196,14.90196,2.745098,20,0,0,0.7650483,0,0.05040735,0.4989171,0,0.021470979,0,0,0,1,97.87398,-72,2.7331674,23.359074,-22.51161,-44.08494,383.7439,0,0,12.278356,-0.20398758,-0.07959138,0.4636056,-0.6029913,0.11515459,9.446265,-0.09536462,0.41197515,0.0495896,1.125,13.125001,-1.9687501
99.300,24,834.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7714408,0,0.05082893,0.5030859,0,0.02165055,0,0,0,1,98.56883,-72,2.7560048,23.836426,-22.51161,-44.08494,383.77673,0,0,12.197949,0.07498725,-0.077211596,0.7924374,-0.8913265,0.11395818,9.1014,-0.083920866,0.53785646,0.0495896,1.0125,13.25625,-1.95
100.298,24,838.25,0,57,12.54902,27.450981,0.999424,2.3529413,12.941176,0,14.90196,14.90196,2.745098,20,0,0,0.7721257,0,0.051583957,0.5035326,0,0.021972153,0,0,0,1,100.1041,-72,2.7584517,23.757975,-22.511612,-44.08494,383.78143,0,0,11.918554,0.17882755,-0.04877487,0.46542707,-0.9957133,0.082851484,9.431909,-0.04577502,0.28227928,0.02288751,0.76875,13.35,-1.7812501
101.295,24,837.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7655049,0,0.05196166,0.49921486,0,0.022133036,0,0,0,1,101.0045,-72,2.7347987,23.568314,-22.511612,-44.08494,383.90344,0,0,11.834438,-0.21009468,-0.034290567,0.026593626,-0.59342,0.07088737,9.870094,0.114437535,-0.2746501,0.026702095,0.45000002,13.275001,-1.7062501
102.301,24,839.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7650483,0,0.05238905,0.4989171,0,0.022315083,0,0,0,1,101.799805,-72,2.7331674,23.498156,-22.511612,-44.08494,383.90063,0,0,11.544118,-0.2642154,-0.060568985,0.11864325,-0.5395815,0.0948156,9.774082,-0.026702095,-0.122066714,0.019072924,0.65625,13.1625,-1.66875
103.302,24,835,0,57,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76687473,0,0.052783497,0.5001082,0,0.022483097,0,0,0,1,102.53529,-72,2.7396924,23.688246,-22.511612,-44.084938,383.964,0,0,11.632958,-0.18396764,-0.10572831,0.49829477,-0.62213385,0.14506488,9.387642,0.15258339,-0.6751815,0.038145848,0.58125,13.200001,-1.7062501
104.304,24,840,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76253694,0,0.05318179,0.49727935,0,0.022652749,0,0,0,1,103.6986,-72,2.7241955,23.414051,-22.511614,-44.084938,384.06805,0,0,11.301814,0.20279898,-0.05412061,0.54876566,-1.0184451,0.08883354,9.3358965,-0.038145848,-0.26702094,0.030516678,0.46875003,13.200001,-1.6500001
105.308,24,840,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76253694,0,0.05318179,0.49727935,0,0.022652749,0,0,0,1,103.6986,-72,2.7241955,23.414051,-22.511616,-44.084934,384.323,0,0,11.304445,0.24518996,0.013269886,0.27364013,-1.0615159,0.020638095,9.618548,-0.12969589,0.122066714,0.011443755,0.52500004,13.031251,-1.6500001
106.309,24,841.25,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76755965,0,0.054518126,0.50055486,0,0.02322196,0,0,0,1,106.02802,-72,2.7421393,23.533255,-22.511616,-44.084934,384.39276,0,0,11.34984,0.23032089,0.108871676,-0.5125765,-1.0447662,-0.07746763,10.426724,-0.15258339,0.53785646,0.026702095,0.28125,13.106251,-1.8937501
107.309,24,842.25,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76824456,0,0.0549085,0.5010015,0,0.02338824,0,0,0,1,106.83033,-72,2.7445862,23.526289,-22.511616,-44.08493,384.67395,0,0,11.252681,-0.12056344,0.018860934,-0.58316797,-0.68434733,0.01585245,10.491332,-0.114437535,0.45775014,0.038145848,-0.16875,13.312501,-1.3875
108.307,24,830.5,0,57,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76915777,0,0.05531015,0.50159705,0,0.023559323,0,0,0,1,107.65972,-72,2.7478487,23.887503,-22.511618,-44.08493,384.6394,0,0,11.387074,0.034378897,-0.093090154,0.7215332,-0.8458628,0.13190435,9.149257,-0.08010628,0.25939178,-0.0038145848,-0.075,13.181251,-1.2
109.306,24,836.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7584275,0,0.0557235,0.4945994,0,0.02373539,0,0,0,1,108.6681,-72,2.7095141,23.378319,-22.511616,-44.08493,384.56653,0,0,11.370278,-0.2576369,0.020196723,-0.4200146,-0.54317075,0.017048862,10.316356,0.02288751,-0.09536462,0.026702095,-0.15,13.125001,-1.10625
110.309,24,833.75,0,57,12.941176,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76413506,0,0.056214087,0.49832153,0,0.023944354,0,0,0,1,109.47301,-72,2.729905,23.639008,-22.511616,-44.08493,384.51166,0,0,11.297171,0.29307917,-0.0077005946,0.2933841,-1.1117653,0.045762733,9.589835,0.076291695,-0.41960433,-0.0038145848,-0.24375,13.181251,-1.1812501
111.308,24,847,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7611671,0,0.057047747,0.49638602,0,0.024299452,0,0,0,1,111.0711,-72,2.7193017,23.178833,-22.511616,-44.08493,384.54333,0,0,11.308715,0.24699453,0.048130453,-0.3334901,-1.0639088,-0.010468599,10.237392,0.0991792,-0.6637378,0.034331262,-0.075,13.481251,-1.6125001
112.304,24,844,0,57,12.54902,27.450981,0.999424,2.3529413,12.941176,0,14.90196,14.90196,2.745098,20,0,0,0.77349555,0,0.057424933,0.5044259,0,0.024460115,0,0,0,1,111.98988,-72,2.7633455,23.637978,-22.511614,-44.084927,384.62427,0,0,11.809361,0.1974363,0.097751714,-0.560018,-1.0124631,-0.061914288,10.470993,0.02288751,-0.62940645,0.041960433,-0.20625001,13.5375,-1.6500001
113.304,24,841,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.77075595,0,0.057872996,0.50263923,0,0.024650967,0,0,0,1,112.82435,-72,2.753558,23.638277,-22.511614,-44.084927,384.61877,0,0,11.975879,0.10034962,-0.016616885,0.58222336,-0.91525465,0.056530435,9.297611,-0.14113964,0.5760023,0.011443755,-0.09375,13.51875,-1.2375001
114.311,24,848.5,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7680163,0,0.05830601,0.5008526,0,0.024835406,0,0,0,1,113.610245,-72,2.7437706,23.346056,-22.511614,-44.084927,384.63098,0,0,11.7633,-0.26550442,0.009722404,-0.2860648,-0.5383851,0.031405795,10.182358,-0.0076291696,0.064847946,0.034331262,-0.22500001,13.125001,-1.1812501
115.306,24,844.5,0,57,12.54902,27.450981,0.999424,2.3529413,12.941176,0,14.90196,14.90196,2.745098,20,0,0,0.7748654,0,0.058692455,0.5053192,0,0.025000015,0,0,0,1,114.4279,-72,2.7682393,23.665821,-22.511614,-44.084927,384.70386,0,0,11.697932,0.22046255,-0.015684256,0.40489545,-1.0351949,0.057726845,9.477372,0.122066714,-0.14495422,0.011443755,-0.31875002,13.481251,-1.2
116.299,24,839.25,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.767103,0,0.059519958,0.5002571,0,0.025352487,0,0,0,1,116.05174,-72,2.740508,23.575304,-22.511614,-44.084927,384.69617,0,0,11.933724,0.27770308,0.07580042,-0.35341078,-1.093819,-0.035593238,10.256536,0.13732505,-0.652294,-0.0076291696,-0.54375005,13.406251,-1.1625
117.305,24,848.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.76641816,0,0.059946477,0.4998104,0,0.025534162,0,0,0,1,116.94006,-72,2.7380612,23.290613,-22.511616,-44.084927,384.72412,0,0,11.857114,-0.1076225,0.06265498,-0.68032575,-0.6975078,-0.022432713,10.588241,0.034331262,-0.45775014,0.034331262,-0.24375,13.181251,-1.2375001
118.307,24,837.75,0,57,12.54902,27.450981,0.999424,2.3529413,12.54902,0,14.90196,14.90196,2.745098,20,0,0,0.7750937,0,0.06036878,0.5054681,0,0.025714044,0,0,0,1,117.65221,-72,2.769055,23.863531,-22.511616,-44.084927,384.73645,0,0,11.840213,-0.24660105,0.008328318,-0.42811507,-0.55513483,0.03260221,10.327123,-0.10299379,-0.041960433,0.0038145848,0,13.087501,-1.1812501
